Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical
Saudi Arabia,3,Social distancing whole population,45%,34813867,21469300,76610,590131,101556
Saudi Arabia,3.3,Social distancing whole population,48%,34813867,22518627,79819,616772,105832
Saudi Arabia,2.4,Unmitigated,0%,34813867,28794084,97344,767531,129050
Saudi Arabia,2.7,Unmitigated,0%,34813867,30221250,100778,798710,133598
Saudi Arabia,3,Unmitigated,0%,34813867,31231008,103014,819547,136616
Saudi Arabia,3.3,Unmitigated,0%,34813867,31965343,104503,833784,138570
Senegal,2.4,Enhanced social distancing of elderly,35%,16743930,9346706,16923,142972,22436
Senegal,2.7,Enhanced social distancing of elderly,39%,16743930,10112225,18961,156512,25137
Senegal,3,Enhanced social distancing of elderly,44%,16743930,10649943,24626,178655,32645
Senegal,3.3,Enhanced social distancing of elderly,47%,16743930,11152600,26314,188481,34899
Senegal,2.4,Social distancing whole population,37%,16743930,9218693,24172,163493,32045
Senegal,2.7,Social distancing whole population,41%,16743930,9986081,25987,176305,34456
Senegal,3,Social distancing whole population,45%,16743930,10605746,27421,186512,36369
Senegal,3.3,Social distancing whole population,48%,16743930,11117131,28583,194836,37897
Senegal,2.4,Unmitigated,0%,16743930,14193492,35013,242261,46418
Senegal,2.7,Unmitigated,0%,16743930,14876464,36259,251871,48076
Senegal,3,Unmitigated,0%,16743930,15353470,37069,258250,49140
Senegal,3.3,Unmitigated,0%,16743930,15694281,37607,262581,49854
Serbia,2.4,Enhanced social distancing of elderly,34%,8737370,3775929,13639,104483,18081
Serbia,2.7,Enhanced social distancing of elderly,38%,8737370,4174276,16135,119372,21400
Serbia,3,Enhanced social distancing of elderly,42%,8737370,4604747,24461,149904,32441
Serbia,3.3,Enhanced social distancing of elderly,45%,8737370,4901710,27687,164675,36701
Serbia,2.4,Social distancing whole population,36%,8737370,3968637,24624,136594,32645
Serbia,2.7,Social distancing whole population,40%,8737370,4379559,28234,154515,37435
Serbia,3,Social distancing whole population,43%,8737370,4720640,31444,170072,41683
Serbia,3.3,Social distancing whole population,46%,8737370,5008841,34324,183741,45503
Serbia,2.4,Unmitigated,0%,8737370,6540141,53057,266554,70339
Serbia,2.7,Unmitigated,0%,8737370,6995828,60194,295617,79798
Serbia,3,Unmitigated,0%,8737370,7336836,66243,319271,87859
Serbia,3.3,Unmitigated,0%,8737370,7597409,71386,338715,94650
Seychelles,2.4,Enhanced social distancing of elderly,31%,98340,51673,181,1336,240
Seychelles,2.7,Enhanced social distancing of elderly,35%,98340,56327,207,1493,275
Seychelles,3,Enhanced social distancing of elderly,41%,98340,60295,285,1770,378
Seychelles,3.3,Enhanced social distancing of elderly,44%,98340,63446,311,1899,412
Seychelles,2.4,Social distancing whole population,35%,98340,52184,285,1616,377
Seychelles,2.7,Social distancing whole population,39%,98340,56785,313,1775,415
Seychelles,3,Social distancing whole population,42%,98340,60530,336,1906,446
Seychelles,3.3,Social distancing whole population,45%,98340,63639,356,2017,472
Seychelles,2.4,Unmitigated,0%,98340,80060,467,2635,619
Seychelles,2.7,Unmitigated,0%,98340,84564,500,2817,663
Seychelles,3,Unmitigated,0%,98340,87753,525,2951,696
Seychelles,3.3,Unmitigated,0%,98340,90060,543,3051,720
Sierra Leone,2.4,Enhanced social distancing of elderly,35%,7976985,4479692,8063,69551,10690
Sierra Leone,2.7,Enhanced social distancing of elderly,39%,7976985,4845098,9018,76093,11956
Sierra Leone,3,Enhanced social distancing of elderly,44%,7976985,5097756,11588,86331,15369
Sierra Leone,3.3,Enhanced social distancing of elderly,47%,7976985,5337322,12361,91015,16389
Sierra Leone,2.4,Social distancing whole population,37%,7976985,4411647,11319,78666,15006
Sierra Leone,2.7,Social distancing whole population,41%,7976985,4778405,12159,84838,16121
Sierra Leone,3,Social distancing whole population,45%,7976985,5074518,12820,89758,16995
Sierra Leone,3.3,Social distancing whole population,48%,7976985,5318627,13355,93770,17704
Sierra Leone,2.4,Unmitigated,0%,7976985,6783413,16287,116661,21593
Sierra Leone,2.7,Unmitigated,0%,7976985,7107506,16849,121326,22336
Sierra Leone,3,Unmitigated,0%,7976985,7333102,17212,124431,22827
Sierra Leone,3.3,Unmitigated,0%,7976985,7493801,17452,126546,23144
Singapore,2.4,Enhanced social distancing of elderly,29%,5850343,3444924,20416,135380,27066
Singapore,2.7,Enhanced social distancing of elderly,33%,5850343,3733411,23117,149003,30651
Singapore,3,Enhanced social distancing of elderly,42%,5850343,3826572,30834,170352,40875
Singapore,3.3,Enhanced social distancing of elderly,46%,5850343,3999606,33228,180537,44050
Singapore,2.4,Social distancing whole population,37%,5850343,3324726,31059,158855,41176
Singapore,2.7,Social distancing whole population,41%,5850343,3595474,33485,171543,44391
Singapore,3,Social distancing whole population,45%,5850343,3813061,35423,181712,46979
Singapore,3.3,Social distancing whole population,48%,5850343,3991920,37007,190050,49069
Singapore,2.4,Unmitigated,0%,5850343,5061213,46333,239617,61424
Singapore,2.7,Unmitigated,0%,5850343,5289119,48291,250136,64042
Singapore,3,Unmitigated,0%,5850343,5445127,49628,257342,65783
Singapore,3.3,Unmitigated,0%,5850343,5554108,50565,262391,67028
Slovakia,2.4,Enhanced social distancing of elderly,34%,5459643,2418010,8451,67508,11204
Slovakia,2.7,Enhanced social distancing of elderly,38%,5459643,2672775,9967,76994,13213
Slovakia,3,Enhanced social distancing of elderly,42%,5459643,2939532,14787,95255,19611
Slovakia,3.3,Enhanced social distancing of elderly,45%,5459643,3126860,16682,104352,22119
Slovakia,2.4,Social distancing whole population,36%,5459643,2526936,14719,85915,19513
Slovakia,2.7,Social distancing whole population,39%,5459643,2788087,16854,97079,22348
Slovakia,3,Social distancing whole population,43%,5459643,3004262,18745,106725,24850
Slovakia,3.3,Social distancing whole population,46%,5459643,3186322,20433,115156,27087
Slovakia,2.4,Unmitigated,0%,5459643,4146758,31253,165487,41432
Slovakia,2.7,Unmitigated,0%,5459643,4429913,35313,182848,46811
Slovakia,3,Unmitigated,0%,5459643,4639999,38720,196815,51344
Slovakia,3.3,Unmitigated,0%,5459643,4799183,41587,208165,55154
Slovenia,2.4,Enhanced social distancing of elderly,34%,2078932,877684,3522,26000,4669
Slovenia,2.7,Enhanced social distancing of elderly,38%,2078932,971040,4178,29775,5540
Slovenia,3,Enhanced social distancing of elderly,42%,2078932,1074093,6385,37555,8464
Slovenia,3.3,Enhanced social distancing of elderly,45%,2078932,1144423,7243,41337,9602
Slovenia,2.4,Social distancing whole population,36%,2078932,926602,6444,34200,8543
Slovenia,2.7,Social distancing whole population,39%,2078932,1023272,7403,38763,9813
Slovenia,3,Social distancing whole population,43%,2078932,1103742,8259,42742,10957
Slovenia,3.3,Social distancing whole population,46%,2078932,1171917,9031,46254,11976
Slovenia,2.4,Unmitigated,0%,2078932,1532988,14051,67526,18628
Slovenia,2.7,Unmitigated,0%,2078932,1642457,16006,75147,21226
Slovenia,3,Unmitigated,0%,2078932,1724921,17676,81396,23436
Slovenia,3.3,Unmitigated,0%,2078932,1788413,19109,86569,25332
Solomon Islands,2.4,Enhanced social distancing of elderly,34%,686878,341356,725,6551,961
Solomon Islands,2.7,Enhanced social distancing of elderly,38%,686878,371755,817,7169,1084
Solomon Islands,3,Enhanced social distancing of elderly,43%,686878,392807,1096,8207,1454
Solomon Islands,3.3,Enhanced social distancing of elderly,46%,686878,412959,1183,8679,1569
Solomon Islands,2.4,Social distancing whole population,37%,686878,337922,1097,7580,1455
Solomon Islands,2.7,Social distancing whole population,41%,686878,367611,1188,8185,1576
Solomon Islands,3,Social distancing whole population,44%,686878,391905,1262,8671,1673
Solomon Islands,3.3,Social distancing whole population,47%,686878,412204,1323,9069,1753
Solomon Islands,2.4,Unmitigated,0%,686878,531839,1659,11223,2200
Solomon Islands,2.7,Unmitigated,0%,686878,561888,1735,11691,2300
Solomon Islands,3,Unmitigated,0%,686878,583957,1786,12005,2368
Solomon Islands,3.3,Unmitigated,0%,686878,600656,1822,12220,2417
Somalia,2.4,Enhanced social distancing of elderly,35%,15893219,8765617,15088,125238,20003
Somalia,2.7,Enhanced social distancing of elderly,39%,15893219,9486289,16885,136922,22391
Somalia,3,Enhanced social distancing of elderly,44%,15893219,9989817,21873,156390,28997
Somalia,3.3,Enhanced social distancing of elderly,47%,15893219,10464211,23342,164828,30944
Somalia,2.4,Social distancing whole population,37%,15893219,8638770,21478,143626,28474
Somalia,2.7,Social distancing whole population,41%,15893219,9361531,23057,154622,30565
Somalia,3,Social distancing whole population,45%,15893219,9945981,24300,163348,32220
Somalia,3.3,Social distancing whole population,48%,15893219,10429027,25304,170439,33561
Somalia,2.4,Unmitigated,0%,15893219,13349990,30769,210196,40791
Somalia,2.7,Unmitigated,0%,15893219,14007167,31803,218080,42182
Somalia,3,Unmitigated,0%,15893219,14470843,32465,223260,43044
Somalia,3.3,Unmitigated,0%,15893219,14804896,32900,226740,43613
South Africa,2.4,Enhanced social distancing of elderly,34%,59308690,31291674,80866,718401,107205
South Africa,2.7,Enhanced social distancing of elderly,38%,59308690,34044701,91741,790442,121612
South Africa,3,Enhanced social distancing of elderly,44%,59308690,35976825,125010,914191,165794
South Africa,3.3,Enhanced social distancing of elderly,47%,59308690,37763953,135726,970739,179998
South Africa,2.4,Social distancing whole population,37%,59308690,31172277,125367,844522,166202
South Africa,2.7,Social distancing whole population,41%,59308690,33824271,136474,915581,181000
South Africa,3,Social distancing whole population,45%,59308690,35977239,145536,973006,192965
South Africa,3.3,Social distancing whole population,48%,59308690,37762240,153073,1020390,202915
South Africa,2.4,Unmitigated,0%,59308690,48428245,198365,1296214,262976
South Africa,2.7,Unmitigated,0%,59308690,50901854,208765,1356824,276748
South Africa,3,Unmitigated,0%,59308690,52669882,216064,1398489,286429
South Africa,3.3,Unmitigated,0%,59308690,53966779,221280,1427734,293482
South Sudan,2.4,Enhanced social distancing of elderly,35%,11193729,6247911,11823,97844,15675
South Sudan,2.7,Enhanced social distancing of elderly,39%,11193729,6760918,13278,107254,17610
South Sudan,3,Enhanced social distancing of elderly,44%,11193729,7125228,17410,123028,23081
South Sudan,3.3,Enhanced social distancing of elderly,47%,11193729,7462147,18646,129954,24718
South Sudan,2.4,Social distancing whole population,37%,11193729,6170011,17136,112753,22718
South Sudan,2.7,Social distancing whole population,41%,11193729,6683529,18457,121701,24467
South Sudan,3,Social distancing whole population,45%,11193729,7098145,19505,128848,25858
South Sudan,3.3,Social distancing whole population,48%,11193729,7440299,20357,134683,27001
South Sudan,2.4,Unmitigated,0%,11193729,9496364,25154,168191,33347
South Sudan,2.7,Unmitigated,0%,11193729,9952811,26111,175071,34631
South Sudan,3,Unmitigated,0%,11193729,10270978,26740,179661,35457
South Sudan,3.3,Unmitigated,0%,11193729,10498447,27165,182797,36011
Spain,2.4,Enhanced social distancing of elderly,34%,46754783,19864177,79686,590214,105642
Spain,2.7,Enhanced social distancing of elderly,38%,46754783,21983449,94593,675858,125387
Spain,3,Enhanced social distancing of elderly,42%,46754783,24298814,145272,850622,192643
Spain,3.3,Enhanced social distancing of elderly,45%,46754783,25889670,164891,935964,218664
Spain,2.4,Social distancing whole population,36%,46754783,20931838,146917,773066,194771
Spain,2.7,Social distancing whole population,39%,46754783,23121326,168820,876204,223892
Spain,3,Social distancing whole population,43%,46754783,24944376,188406,966176,249799
Spain,3.3,Social distancing whole population,46%,46754783,26485799,206023,1045369,273104
Spain,2.4,Unmitigated,0%,46754783,34661271,321029,1525437,425593
Spain,2.7,Unmitigated,0%,46754783,37124816,365726,1696355,484817
Spain,3,Unmitigated,0%,46754783,38976531,403936,1836140,535484
Spain,3.3,Unmitigated,0%,46754783,40397739,436748,1951666,579507
Sri Lanka,2.4,Enhanced social distancing of elderly,34%,21413250,11534644,45476,310940,60288
Sri Lanka,2.7,Enhanced social distancing of elderly,38%,21413250,12533868,52046,346726,69030
Sri Lanka,3,Enhanced social distancing of elderly,43%,21413250,13495663,72933,420635,96698
Sri Lanka,3.3,Enhanced social distancing of elderly,47%,21413250,14180070,79657,451374,105594
Sri Lanka,2.4,Social distancing whole population,37%,21413250,11823806,72564,389520,96199
Sri Lanka,2.7,Social distancing whole population,41%,21413250,12820209,79640,426373,105570
Sri Lanka,3,Social distancing whole population,45%,21413250,13625238,85517,456784,113368
Sri Lanka,3.3,Social distancing whole population,48%,21413250,14289447,90483,482345,120012
Sri Lanka,2.4,Unmitigated,0%,21413250,18231448,122991,645725,163052
Sri Lanka,2.7,Unmitigated,0%,21413250,19111269,131325,686202,174197
Sri Lanka,3,Unmitigated,0%,21413250,19722525,137522,715783,182371
Sri Lanka,3.3,Unmitigated,0%,21413250,20156511,142204,737776,188502
St. Lucia,2.4,Enhanced social distancing of elderly,32%,183629,76710,243,1783,322
St. Lucia,2.7,Enhanced social distancing of elderly,35%,183629,86065,291,2079,386
St. Lucia,3,Enhanced social distancing of elderly,40%,183629,95138,428,2601,568
St. Lucia,3.3,Enhanced social distancing of elderly,43%,183629,101989,483,2872,640
St. Lucia,2.4,Social distancing whole population,34%,183629,79242,415,2271,550
St. Lucia,2.7,Social distancing whole population,38%,183629,88580,478,2601,633
St. Lucia,3,Social distancing whole population,41%,183629,96456,533,2890,706
St. Lucia,3.3,Social distancing whole population,44%,183629,103164,581,3143,771
St. Lucia,2.4,Unmitigated,0%,183629,133686,825,4387,1093
St. Lucia,2.7,Unmitigated,0%,183629,144595,923,4873,1224
St. Lucia,3,Unmitigated,0%,183629,152750,1001,5255,1328
St. Lucia,3.3,Unmitigated,0%,183629,158940,1064,5557,1411
St. Vincent and the Grenadines,2.4,Enhanced social distancing of elderly,31%,110947,48619,145,1065,193
St. Vincent and the Grenadines,2.7,Enhanced social distancing of elderly,35%,110947,54197,173,1234,230
St. Vincent and the Grenadines,3,Enhanced social distancing of elderly,40%,110947,59589,254,1538,336
St. Vincent and the Grenadines,3.3,Enhanced social distancing of elderly,42%,110947,63633,285,1693,378
St. Vincent and the Grenadines,2.4,Social distancing whole population,33%,110947,50158,248,1356,329
St. Vincent and the Grenadines,2.7,Social distancing whole population,37%,110947,55729,284,1545,376
St. Vincent and the Grenadines,3,Social distancing whole population,41%,110947,60394,315,1709,418
St. Vincent and the Grenadines,3.3,Social distancing whole population,43%,110947,64349,343,1853,454
St. Vincent and the Grenadines,2.4,Unmitigated,0%,110947,82282,483,2563,640
St. Vincent and the Grenadines,2.7,Unmitigated,0%,110947,88608,539,2840,714
St. Vincent and the Grenadines,3,Unmitigated,0%,110947,93286,584,3057,774
St. Vincent and the Grenadines,3.3,Unmitigated,0%,110947,96807,620,3228,822
State of Palestine,2.4,Enhanced social distancing of elderly,35%,5101416,2541890,5152,47621,6830
State of Palestine,2.7,Enhanced social distancing of elderly,39%,5101416,2767645,5784,51983,7668
State of Palestine,3,Enhanced social distancing of elderly,44%,5101416,2923006,7632,59026,10117
State of Palestine,3.3,Enhanced social distancing of elderly,47%,5101416,3073466,8202,62281,10878
State of Palestine,2.4,Social distancing whole population,37%,5101416,2510291,7586,54301,10056
State of Palestine,2.7,Social distancing whole population,41%,5101416,2732437,8189,58550,10861
State of Palestine,3,Social distancing whole population,44%,5101416,2914387,8672,61941,11500
State of Palestine,3.3,Social distancing whole population,47%,5101416,3066500,9068,64711,12022
State of Palestine,2.4,Unmitigated,0%,5101416,3971129,11219,79600,14873
State of Palestine,2.7,Unmitigated,0%,5101416,4195982,11678,82728,15481
State of Palestine,3,Unmitigated,0%,5101416,4361208,11985,84811,15887
State of Palestine,3.3,Unmitigated,0%,5101416,4486024,12195,86230,16169
Sudan,2.4,Enhanced social distancing of elderly,35%,43849269,24557466,48915,400220,64847
Sudan,2.7,Enhanced social distancing of elderly,39%,43849269,26576890,55022,439360,72972
Sudan,3,Enhanced social distancing of elderly,44%,43849269,28034357,72451,505769,96062
Sudan,3.3,Enhanced social distancing of elderly,47%,43849269,29358151,77708,534849,103012
Sudan,2.4,Social distancing whole population,37%,43849269,24300593,71299,463489,94523
Sudan,2.7,Social distancing whole population,41%,43849269,26316648,76908,500846,101956
Sudan,3,Social distancing whole population,45%,43849269,27942986,81377,530752,107879
Sudan,3.3,Social distancing whole population,48%,43849269,29284078,85022,555242,112765
Sudan,2.4,Unmitigated,0%,43849269,37337141,105847,697445,140324
Sudan,2.7,Unmitigated,0%,43849269,39111081,110065,726967,145938
Sudan,3,Unmitigated,0%,43849269,40344827,112869,746806,149694
Sudan,3.3,Unmitigated,0%,43849269,41222237,114773,760435,152175
Suriname,2.4,Enhanced social distancing of elderly,34%,586634,270682,674,5292,893
Suriname,2.7,Enhanced social distancing of elderly,37%,586634,300349,795,6084,1054
Suriname,3,Enhanced social distancing of elderly,42%,586634,327660,1132,7433,1501
Suriname,3.3,Enhanced social distancing of elderly,45%,586634,348738,1262,8130,1674
Suriname,2.4,Social distancing whole population,35%,586634,276394,1084,6498,1437
Suriname,2.7,Social distancing whole population,39%,586634,305767,1231,7349,1633
Suriname,3,Social distancing whole population,42%,586634,330243,1358,8082,1801
Suriname,3.3,Social distancing whole population,45%,586634,350916,1469,8720,1947
Suriname,2.4,Unmitigated,0%,586634,455685,2090,12223,2771
Suriname,2.7,Unmitigated,0%,586634,487018,2299,13375,3049
Suriname,3,Unmitigated,0%,586634,509878,2461,14255,3262
Suriname,3.3,Unmitigated,0%,586634,526851,2587,14934,3429
Sweden,2.4,Enhanced social distancing of elderly,35%,10099270,4307489,16192,117620,21466
Sweden,2.7,Enhanced social distancing of elderly,38%,10099270,4758792,19210,134492,25475
Sweden,3,Enhanced social distancing of elderly,42%,10099270,5255468,29840,171191,39567
Sweden,3.3,Enhanced social distancing of elderly,45%,10099270,5594824,33878,188432,44911
Sweden,2.4,Social distancing whole population,36%,10099270,4541163,30434,157644,40347
Sweden,2.7,Social distancing whole population,40%,10099270,5007447,34895,178279,46253
Sweden,3,Social distancing whole population,43%,10099270,5395457,38880,196261,51540
Sweden,3.3,Social distancing whole population,46%,10099270,5724141,42473,212131,56324
Sweden,2.4,Unmitigated,0%,10099270,7497281,66393,310257,88019
Sweden,2.7,Unmitigated,0%,10099270,8022344,75560,344765,100170
Sweden,3,Unmitigated,0%,10099270,8417908,83410,373102,110628
Sweden,3.3,Unmitigated,0%,10099270,8722200,90157,396602,119531
Switzerland,2.4,Enhanced social distancing of elderly,34%,8654618,3681355,14271,106501,18920
Switzerland,2.7,Enhanced social distancing of elderly,38%,8654618,4077625,16934,121985,22449
Switzerland,3,Enhanced social distancing of elderly,42%,8654618,4505586,25861,153399,34282
Switzerland,3.3,Enhanced social distancing of elderly,45%,8654618,4802006,29328,168749,38906
Switzerland,2.4,Social distancing whole population,36%,8654618,3872549,26090,139341,34588
Switzerland,2.7,Social distancing whole population,39%,8654618,4280988,29978,157960,39754
Switzerland,3,Social distancing whole population,43%,8654618,4620978,33449,174172,44357
Switzerland,3.3,Social distancing whole population,46%,8654618,4908756,36569,188440,48486
Switzerland,2.4,Unmitigated,0%,8654618,6421334,56606,273707,75043
Switzerland,2.7,Unmitigated,0%,8654618,6881012,64391,304136,85372
Switzerland,3,Unmitigated,0%,8654618,7226229,71022,328951,94146
Switzerland,3.3,Unmitigated,0%,8654618,7490866,76691,349391,101668
Syrian Arab Republic,2.4,Enhanced social distancing of elderly,34%,17500657,9735310,23396,188764,31017
Syrian Arab Republic,2.7,Enhanced social distancing of elderly,39%,17500657,10558309,26500,208542,35144
Syrian Arab Republic,3,Enhanced social distancing of elderly,44%,17500657,11183975,35504,242265,47085
Syrian Arab Republic,3.3,Enhanced social distancing of elderly,47%,17500657,11725947,38325,257459,50806
Syrian Arab Republic,2.4,Social distancing whole population,37%,17500657,9690495,34945,220743,46327
Syrian Arab Republic,2.7,Social distancing whole population,41%,17500657,10507497,37956,239997,50325
Syrian Arab Republic,3,Social distancing whole population,45%,17500657,11167284,40393,255612,53546
Syrian Arab Republic,3.3,Social distancing whole population,48%,17500657,11711660,42407,268536,56218
Syrian Arab Republic,2.4,Unmitigated,0%,17500657,14932320,54349,345683,72052
Syrian Arab Republic,2.7,Unmitigated,0%,17500657,15649697,57006,362980,75572
Syrian Arab Republic,3,Unmitigated,0%,17500657,16146717,58843,374963,78040
Syrian Arab Republic,3.3,Unmitigated,0%,17500657,16498575,60138,383435,79742
Tajikistan,2.4,Enhanced social distancing of elderly,36%,9537642,4949797,8802,84554,11668
Tajikistan,2.7,Enhanced social distancing of elderly,40%,9537642,5395419,9983,93484,13235
Tajikistan,3,Enhanced social distancing of elderly,44%,9537642,5756596,13051,106834,17301
Tajikistan,3.3,Enhanced social distancing of elderly,47%,9537642,6057423,14153,113728,18765
Tajikistan,2.4,Social distancing whole population,37%,9537642,4960133,12535,95541,16618
Tajikistan,2.7,Social distancing whole population,41%,9537642,5401106,13764,104528,18246
Tajikistan,3,Social distancing whole population,44%,9537642,5760903,14778,111895,19600
Tajikistan,3.3,Social distancing whole population,47%,9537642,6060482,15631,118052,20726
Tajikistan,2.4,Unmitigated,0%,9537642,7812224,20747,154177,27504
Tajikistan,2.7,Unmitigated,0%,9537642,8239180,22014,162895,29192
Tajikistan,3,Unmitigated,0%,9537642,8545412,22922,169069,30389
Tajikistan,3.3,Unmitigated,0%,9537642,8770121,23582,173526,31262
Tanzania,2.4,Enhanced social distancing of elderly,35%,59734213,33309296,56897,496047,75430
Tanzania,2.7,Enhanced social distancing of elderly,39%,59734213,36025153,63483,541856,84159
Tanzania,3,Enhanced social distancing of elderly,44%,59734213,37877622,80872,612171,107210
Tanzania,3.3,Enhanced social distancing of elderly,47%,59734213,39661732,86070,644539,114149
Tanzania,2.4,Social distancing whole population,37%,59734213,32747679,78830,557620,104506
Tanzania,2.7,Social distancing whole population,41%,59734213,35480304,84514,600634,112082
Tanzania,3,Social distancing whole population,45%,59734213,37688634,88973,634823,117993
Tanzania,3.3,Social distancing whole population,48%,59734213,39511620,92562,662650,122711
Tanzania,2.4,Unmitigated,0%,59734213,50494476,111893,819796,148339
Tanzania,2.7,Unmitigated,0%,59734213,52943442,115495,851347,153133
Tanzania,3,Unmitigated,0%,59734213,54658902,117792,872227,156149
Tanzania,3.3,Unmitigated,0%,59734213,55888850,119292,886364,158144
Thailand,2.4,Enhanced social distancing of elderly,33%,69799978,35596518,140324,1100680,186030
Thailand,2.7,Enhanced social distancing of elderly,37%,69799978,39233429,164778,1245629,218479
Thailand,3,Enhanced social distancing of elderly,42%,69799978,41902758,241551,1503923,320354
Thailand,3.3,Enhanced social distancing of elderly,45%,69799978,44231173,269518,1628162,357354
Thailand,2.4,Social distancing whole population,37%,69799978,36259189,245967,1389596,326082
Thailand,2.7,Social distancing whole population,41%,69799978,39514303,274808,1535310,364362
Thailand,3,Social distancing whole population,44%,69799978,42172829,299442,1657407,396945
Thailand,3.3,Social distancing whole population,47%,69799978,44388074,320778,1761419,425246
Thailand,2.4,Unmitigated,0%,69799978,57067601,459500,2401245,609166
Thailand,2.7,Unmitigated,0%,69799978,60175218,498933,2571818,661410
Thailand,3,Unmitigated,0%,69799978,62393830,528827,2697601,701545
Thailand,3.3,Unmitigated,0%,69799978,64013943,551759,2791843,731689
Timor-Leste,2.4,Enhanced social distancing of elderly,35%,1318442,649481,1417,12529,1879
Timor-Leste,2.7,Enhanced social distancing of elderly,39%,1318442,708557,1607,13764,2131
Timor-Leste,3,Enhanced social distancing of elderly,43%,1318442,751750,2193,15947,2907
Timor-Leste,3.3,Enhanced social distancing of elderly,47%,1318442,791059,2381,16928,3157
Timor-Leste,2.4,Social distancing whole population,37%,1318442,646976,2201,14764,2918
Timor-Leste,2.7,Social distancing whole population,41%,1318442,704370,2398,16000,3179
Timor-Leste,3,Social distancing whole population,44%,1318442,751385,2559,16998,3394
Timor-Leste,3.3,Social distancing whole population,47%,1318442,790674,2694,17823,3572
Timor-Leste,2.4,Unmitigated,0%,1318442,1023330,3474,22435,4606
Timor-Leste,2.7,Unmitigated,0%,1318442,1081708,3661,23481,4854
Timor-Leste,3,Unmitigated,0%,1318442,1124613,3792,24203,5027
Timor-Leste,3.3,Unmitigated,0%,1318442,1157025,3887,24712,5152
Togo,2.4,Enhanced social distancing of elderly,35%,8278737,4650754,8378,73291,11107
Togo,2.7,Enhanced social distancing of elderly,39%,8278737,5029955,9360,80191,12409
Togo,3,Enhanced social distancing of elderly,44%,8278737,5292220,11935,90787,15830
Togo,3.3,Enhanced social distancing of elderly,47%,8278737,5540638,12718,95704,16863
Togo,2.4,Social distancing whole population,37%,8278737,4580380,11609,82550,15390
Togo,2.7,Social distancing whole population,41%,8278737,4960842,12467,89052,16531
Togo,3,Social distancing whole population,45%,8278737,5267947,13143,94241,17424
Togo,3.3,Social distancing whole population,48%,8278737,5521902,13691,98488,18149
Togo,2.4,Unmitigated,0%,8278737,7040719,16675,122713,22107
Togo,2.7,Unmitigated,0%,8278737,7376583,17243,127669,22858
Togo,3,Unmitigated,0%,8278737,7610354,17609,130973,23347
Togo,3.3,Unmitigated,0%,8278737,7776849,17851,133228,23675
Tonga,2.4,Enhanced social distancing of elderly,32%,105697,53422,131,1121,174
Tonga,2.7,Enhanced social distancing of elderly,37%,105697,58312,150,1239,199
Tonga,3,Enhanced social distancing of elderly,42%,105697,61957,211,1457,280
Tonga,3.3,Enhanced social distancing of elderly,45%,105697,65176,231,1554,307
Tonga,2.4,Social distancing whole population,35%,105697,53565,218,1365,289
Tonga,2.7,Social distancing whole population,39%,105697,58245,239,1485,316
Tonga,3,Social distancing whole population,43%,105697,62065,256,1583,340
Tonga,3.3,Social distancing whole population,46%,105697,65250,271,1665,359
Tonga,2.4,Unmitigated,0%,105697,82414,353,2098,468
Tonga,2.7,Unmitigated,0%,105697,87133,376,2213,499
Tonga,3,Unmitigated,0%,105697,90559,393,2294,521
Tonga,3.3,Unmitigated,0%,105697,93110,406,2352,538
Trinidad and Tobago,2.4,Enhanced social distancing of elderly,33%,1399491,587461,1924,13994,2551
Trinidad and Tobago,2.7,Enhanced social distancing of elderly,37%,1399491,657411,2299,16292,3048
Trinidad and Tobago,3,Enhanced social distancing of elderly,41%,1399491,727097,3381,20493,4485
Trinidad and Tobago,3.3,Enhanced social distancing of elderly,44%,1399491,778609,3806,22630,5047
Trinidad and Tobago,2.4,Social distancing whole population,35%,1399491,609219,3247,17923,4305
Trinidad and Tobago,2.7,Social distancing whole population,39%,1399491,679295,3729,20496,4945
Trinidad and Tobago,3,Social distancing whole population,42%,1399491,738331,4154,22748,5506
Trinidad and Tobago,3.3,Social distancing whole population,45%,1399491,788623,4530,24729,6005
Trinidad and Tobago,2.4,Unmitigated,0%,1399491,1036163,6603,35407,8754
Trinidad and Tobago,2.7,Unmitigated,0%,1399491,1116507,7373,39264,9774
Trinidad and Tobago,3,Unmitigated,0%,1399491,1176562,7991,42309,10594
Trinidad and Tobago,3.3,Unmitigated,0%,1399491,1222155,8491,44733,11262
Tunisia,2.4,Enhanced social distancing of elderly,33%,11818618,6211292,21722,156289,28797
Tunisia,2.7,Enhanced social distancing of elderly,38%,11818618,6772771,24936,174749,33067
Tunisia,3,Enhanced social distancing of elderly,43%,11818618,7266601,34889,209949,46252
Tunisia,3.3,Enhanced social distancing of elderly,46%,11818618,7648406,38133,225414,50550
Tunisia,2.4,Social distancing whole population,37%,11818618,6295653,34649,192139,45934
Tunisia,2.7,Social distancing whole population,41%,11818618,6851559,38080,210913,50479
Tunisia,3,Social distancing whole population,44%,11818618,7303778,40930,226458,54274
Tunisia,3.3,Social distancing whole population,47%,11818618,7678951,43335,239544,57475
Tunisia,2.4,Unmitigated,0%,11818618,9872029,58391,320475,77410
Tunisia,2.7,Unmitigated,0%,11818618,10391562,62297,341108,82625
Tunisia,3,Unmitigated,0%,11818618,10757797,65172,356157,86409
Tunisia,3.3,Unmitigated,0%,11818618,11021077,67323,367307,89245
